,formatted_data,seven_digit,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id
5339,Pepe Kalle - Roger Milla,6771269,369.52771,0.355,7,0.789,-9.008,1,0.72,357.907,140.269,4,0.84,b'TRAXIYH128F92EE3B3'
5340,Ray Kane - Keiki Slack Key (Instrumental),9038945,200.82893,0.99,5,0.024,-18.36,1,0.262,190.856,122.651,5,1.0,b'TRAXIBJ12903CE2CB8'
5341,Blind Boy Fuller - Precious Lord,1031885,167.99302,0.349,1,0.878,-15.631,1,0.808,162.255,96.019,1,0.0,b'TRAXIIG128F427E41A'
5342,Carpenters - An Old Fashioned Christmas,538913,134.60853,0.0,10,0.771,-17.001,1,0.663,127.472,80.182,4,0.459,b'TRAXIPO128F14923B2'
5343,Fun Lovin' Criminals - Love Unlimited (Remix) (Explicit),2004355,228.72771,0.322,11,0.023,-6.351,0,0.449,217.6,93.658,4,0.987,b'TRAXIBJ128F4238364'
5344,Tam Tam Go! - Belleza Pasajera,3198006,190.04036,0.241,7,0.252,-11.324,1,0.399,179.101,141.394,4,0.498,b'TRAXIES128F426C8F0'
5345,Stephan Micus - For Abai and Togshan,1944859,1204.29669,7.262,3,0.679,-21.429,0,0.655,1189.57,86.066,5,0.622,b'TRAXIQA128F422C8C7'
5346,Goatwhore - Sky Inferno,7395911,221.20444,0.0,10,0.106,-5.511,1,0.352,217.188,107.485,1,0.0,b'TRAXIYW12903CB4343'
5347,Jah Debda - Eastern Magic,8627041,277.10649,0.0,0,0.0,-13.548,1,0.0,277.106,90.002,4,0.792,b'TRAXIEJ12903CF24C8'
5348,Sandy Lam - Zhan Zai Di Yi Pai,1653867,178.54649,0.0,10,0.808,-6.693,1,0.706,167.323,122.886,4,1.0,b'TRAXNQF128F4272F68'
5349,Tigerstyle - Bonus Track,776792,164.93669,0.206,7,0.466,-5.018,1,0.516,155.841,131.999,5,0.313,b'TRAXNLL128EF34EF9F'
5350,Oscar Peterson Trio - Night And Day,3645690,152.13669,0.28,0,0.0,-22.457,0,0.447,144.625,172.514,4,0.719,b'TRAXNYL128F92DA2B1'
5351,Stephan Micus - Mikhail's Dream,1931109,504.94649,10.286,2,0.924,-19.569,1,0.683,483.254,92.203,4,0.139,b'TRAXNWF128F422936F'
5352,Los Iracundos - Siempre Soy Tu Barquito De Papel,8268974,155.01016,0.0,0,0.048,-9.081,1,0.425,141.282,97.337,4,0.286,b'TRAXNZQ12903D11EC6'
5353,Soul Asylum - Slowly Rising,3478796,235.20608,2.81,7,0.479,-5.225,1,0.49,219.103,151.941,4,0.863,b'TRAXNKL128F42AFD92'
5354,Cass Fox - Touch Me,532007,208.1171,0.171,4,0.239,-6.194,0,0.281,196.598,128.865,4,0.377,b'TRAXNOE128F149158A'
5355,Stanley Clarke - Cruisin',3272150,331.33669,0.0,4,0.258,-11.861,0,0.366,325.433,118.188,4,0.528,b'TRAXNJW128F427E124'
5356,Intars Busulis - ?o???? DJ,4723626,229.11955,0.0,0,0.601,-4.952,1,0.585,211.313,160.275,4,1.0,b'TRAXNKN128F9340C11'
5357,Seventh Day Slumber - Sabados,2747277,257.14893,0.0,4,0.67,-4.935,1,0.609,247.066,141.987,4,0.284,b'TRAXNVF128F4252B36'
5358,Mart'nália - Nas águas de Amaralina,2455872,224.36526,0.0,7,0.484,-8.09,1,0.535,224.365,60.092,1,0.0,b'TRAXNMN128F4294EA6'
5359,Tunsi - The Paper Remix,7440801,237.7922,0.363,1,0.477,-8.549,1,0.299,237.792,101.527,3,1.0,b'TRAXGNO12903CBF173'
5360,ÄI-TIEM - Zeit für Streit,694949,288.20853,0.107,10,0.725,-8.128,0,0.72,284.891,183.698,3,0.304,b'TRAXGEA128EF33F237'
5361,Chango Spasiuk - Chamamé crudo,652446,351.29424,4.714,7,0.684,-11.998,1,0.611,344.909,159.825,4,0.0,b'TRAXGOK128F14AA743'
5362,Dominic - Simple Plan,8016069,230.71302,0.0,9,0.56,-3.887,1,0.383,230.713,87.636,3,0.512,b'TRAXGHO12903CD4403'
5363,Eric Burdon - Feeling Blue,5212794,288.70485,0.195,9,0.398,-6.503,0,0.395,280.137,97.233,4,0.0,b'TRAXGVY128F933E9C9'
5364,Blind Willie McTell - Love Makin' Mama (Take 2),1882237,173.08689,0.252,6,0.832,-14.544,1,0.581,163.77,123.745,5,0.372,b'TRAXGFM128F421EE47'
5365,Georges Delerue - Platoon - Theme,3072122,417.12281,2.351,4,0.396,-21.161,0,0.17,406.674,76.965,3,0.688,b'TRAXGMX128F42536FC'
5366,Dropkick Murphys - Johnny_ I Hardly Knew Ya,8535230,292.25751,0.0,7,0.0,-3.233,1,0.299,292.258,199.497,4,0.104,b'TRAXGLQ12903CDBF13'
5367,Zachary Richard - See You Later Alligator,8773848,193.82812,2.305,8,0.574,-10.964,1,0.664,191.17,137.45,1,0.0,b'TRAXGEV12903D16193'
5368,Dub Wiser - Atom x,2978583,468.06159,0.357,1,0.157,-7.38,1,0.354,458.908,130.019,4,1.0,b'TRAXGZE128F4287B9E'
5369,Martin Sexton - Glory Bound (LP Version),2930257,267.36281,2.142,7,0.407,-7.322,1,0.57,258.392,141.438,4,0.574,b'TRAXGZH128F427D44C'
5370,Suzi Quatro - Don't Break My Heart,4271927,175.35955,0.31,9,0.37,-13.526,0,0.438,171.624,217.327,1,0.0,b'TRAXGIT128F92E3C04'
5371,Be Bop Deluxe - Piece Of Mine,251404,312.58077,3.28,4,0.293,-11.803,1,0.379,308.216,127.803,4,0.0,b'TRAXZSJ128F145B3B0'
5372,Ini Kamoze - Gangsta Roll,7939299,229.66812,0.218,2,0.946,-7.262,1,0.572,229.668,119.27,5,1.0,b'TRAXZET12903CC1964'
5373,DJ Slugo - Designer Chick,8645602,207.49016,0.096,11,0.0,-9.336,0,0.0,202.199,99.997,3,1.0,b'TRAXZDY12903CF6D46'
5374,David Lynch - Lit'l(er) Song,1055809,287.05914,0.0,10,0.23,-16.111,1,0.354,269.108,131.134,7,0.966,b'TRAXZJU128F4283C85'
5375,Gold City - Are You Ready? (Acapella),2682181,28.83873,0.316,3,0.0,-12.193,1,0.0,28.839,39.866,1,0.0,b'TRAXZFG128F42445FB'
5376,Fiona - Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),5684886,254.17098,4.47,1,0.679,-9.648,1,0.56,238.155,108.738,4,0.264,b'TRAXZVZ128F93442AB'
5377,Mighty Diamonds - Africans,3061574,219.58485,0.0,0,0.022,-15.064,1,0.1,207.528,90.274,4,0.567,b'TRAXZJV128F4250DF7'
5378,Little Milton - Walking The Back Streets And Crying,2991052,438.88281,0.0,1,0.758,-16.553,1,0.606,432.257,97.521,3,0.388,b'TRAXTQS128F428AC41'
5379,Josh Groban - Mi Morena (Revised Live Version),1434121,286.27546,0.0,8,0.257,-10.439,0,0.383,286.275,142.98,4,0.383,b'TRAXTSU128F4241835'
5380,Shaman - The Muddy Morning Hymn,6456649,456.82893,0.061,10,0.324,-12.062,0,0.635,438.898,131.995,4,0.334,b'TRAXTPZ12903CBCCB8'
5381,Clifton Chenier - It's Hard,3004907,204.32934,0.212,0,0.185,-8.336,1,0.178,195.564,109.681,3,0.63,b'TRAXTDT128F4243F22'
5382,Mons Leidvin Takle - Drømmen Om Deg,8143553,121.75628,0.764,0,0.309,-26.288,1,0.49,107.758,70.806,4,0.278,b'TRAXTAM12903CF3556'
5383,Brownie McGhee - Tell Me Baby,6848671,176.37832,0.659,9,0.592,-14.4,1,0.503,169.79,94.624,1,0.0,b'TRAXTTX128F9301092'
5384,Alacranes Musical - La Segunda De Rosales (Album Version),1602447,191.9473,0.0,0,0.78,-3.423,1,0.725,187.606,153.145,4,0.0,b'TRAXTXU128F42665F9'
5385,Mithotyn - Let Thy Ale Swing,6887723,58.30485,0.0,7,0.74,-5.225,1,0.871,55.391,179.832,1,0.0,b'TRAXTAU128F930A7EF'
5386,Spade Cooley - Its Dark Outside,1904076,167.33995,2.334,2,0.247,-21.585,1,0.376,130.276,115.386,3,0.491,b'TRAXSQC128F4223E30'
5387,Toots & The Maytals - It's You,165297,128.33914,0.27,1,0.0,-13.276,1,0.0,117.806,115.365,4,1.0,b'TRAXSWX128E0792BEF'
5388,Stockhausen Waterman - String 'Em Up,6872496,183.87546,0.0,7,0.402,-5.978,0,0.362,180.901,120.137,4,0.389,b'TRAXSNZ128F9306CAB'
5389,ARRESTED DEVELOPMENT - Natural (2002 Digital Remaster),2757030,270.36689,0.299,1,0.882,-7.248,1,0.827,267.505,116.032,4,1.0,b'TRAXSWS128F4254E1A'
5390,Dave Hollister - I Know I Can,3459587,363.38893,0.0,2,0.385,-7.053,0,0.508,352.16,89.465,4,0.602,b'TRAXSBC128F42AB297'
5391,99 Posse - Salario Garantito (Versione Strumentale),5435579,369.26649,0.0,7,0.08,-14.061,1,0.451,351.55,165.764,4,0.0,b'TRAXSYH128F9307A73'
5392,Galactic - Think Back,2272530,238.96771,0.16,11,0.673,-5.175,0,0.566,228.757,104.195,4,1.0,b'TRAXSUN128F426D36B'
5393,Ann Lee - Hold the key,2221679,218.72281,0.183,4,0.738,-5.221,0,0.52,209.908,140.097,4,0.705,b'TRAXSMG128F4261743'
5394,The Jam - Start!,325724,135.83628,0.285,0,0.799,-8.015,1,0.361,135.836,139.826,4,0.921,b'TRAXAAS128F146B741'
5395,Five Fingers of Funk - Posters,2508663,259.3171,0.218,9,0.365,-12.595,1,0.392,242.979,96.627,4,1.0,b'TRAXAHC128F421D3C3'
5396,Captain Hollywood Project - Find Another Way,6900975,235.62404,0.329,0,0.406,-8.48,1,0.467,229.645,159.083,4,0.265,b'TRAXAOX128F930DB6B'
5397,John Berry - Ninety Miles An Hour,286120,185.7824,0.352,11,0.698,-10.316,1,0.65,175.177,101.04,4,1.0,b'TRAXALK128F1462FF7'
5398,Peret - Clavo Y Martillo,5107237,124.39465,0.253,7,0.742,-8.298,1,0.754,118.102,240.064,4,0.0,b'TRAXASE128F9325369'
5399,Tullycraft - Loveless,3006033,206.13179,0.0,5,0.562,-15.799,1,0.553,195.779,144.438,4,0.363,b'TRAXATR128F4244382'
5400,Why? - Sanddollars,2479560,190.14485,0.0,9,0.589,-5.59,1,0.313,170.62,116.036,1,0.0,b'TRAXAJF128F4216398'
5401,50 Cent - In Da House Skit,1258974,27.68934,0.0,10,0.743,-13.102,0,0.687,27.689,152.227,1,0.091,b'TRAXATF128F42AAA52'
5402,Vulgar Pigeons - O.R.P.,4775157,125.98812,0.0,5,0.35,-3.619,0,0.261,117.127,132.136,4,0.0,b'TRAXAIT128F92D80C6'
5403,K.I.Z. - Freiwild,2761755,234.68363,0.0,4,0.581,-5.464,0,0.218,234.684,183.619,3,0.299,b'TRAXAZZ128F4255FAF'
5404,Richi M. - Popcorn,5752440,350.22322,0.34,7,0.184,-7.21,1,0.332,350.223,131.01,4,0.0,b'TRAXAYE128F9354352'
5405,Gym Class Heroes - Simple Livin' (Album Version),1080654,186.46159,0.0,2,0.309,-6.244,0,0.341,183.118,160.938,1,0.0,b'TRAXAMO128F4289D24'
5406,Slackbaba - And The Beat Goes Om,8063487,488.25424,0.688,0,0.326,-7.319,0,0.353,456.644,68.0,1,0.0,b'TRAXFBO12903CDFCFC'
5407,DJ X-Change featuring Joey A - Drop Low,6637390,231.78404,1.117,4,0.02,-9.193,0,0.178,229.007,101.327,5,1.0,b'TRAXFKX12903CE898E'
5408,Ebba Forsberg - Halleluja,8349274,348.99546,0.31,5,0.583,-12.53,1,0.645,320.122,85.356,5,1.0,b'TRAXFTO12903CAEA49'
5409,Bonita & Jerry Cormier - Dans un grand mur,7613338,138.10893,0.0,9,1.0,-7.753,1,0.748,133.027,135.121,4,0.0,b'TRAXFNM12903CE90D4'
5410,Peggy Lee - It Never Happened To Me,5661956,138.60526,0.186,5,0.364,-17.369,0,0.587,134.577,144.591,4,0.518,b'TRAXFVD128F933E94A'
5411,Steve Vai - Fever Dream,3188225,364.53832,2.525,4,0.563,-6.436,1,0.534,356.867,112.149,4,0.855,b'TRAXFXT128F426A33A'
5412,Cookies - Yan Chin,1610855,171.20608,0.0,8,0.651,-14.932,1,0.605,165.268,110.975,4,0.082,b'TRAXFJP128F42686A9'
5413,Hoods - Suffer,2560195,63.58159,6.519,1,0.579,-5.982,0,0.518,63.582,103.931,3,0.615,b'TRAXOOY128F42280B0'
5414,5 Blind Boys Of Alabama - If You Don't Pray For Me,2152282,173.71383,0.548,4,0.793,-15.682,1,0.696,167.166,110.879,4,0.491,b'TRAXOHK128F42514BE'
5415,The Berzerker - Pure Hatred,7565438,84.1922,0.0,7,0.171,-2.908,1,0.478,84.192,120.907,1,0.0,b'TRAXOQD12903CDD59D'
5416,Juice Leskinen - Sietämätön mies,7122894,215.03955,0.328,5,0.943,-4.769,1,0.636,208.887,85.677,3,0.644,b'TRAXOVX128F93439DB'
5417,Natalie Cole - Busted,5683325,236.19873,0.0,5,0.554,-7.092,1,0.501,227.294,167.697,3,1.0,b'TRAXOWL128F9343C95'
5418,Will Ackerman - A Movie Of A Placid Lake On A Moonless Night In September - Reprise,3328006,194.19383,0.311,4,0.754,-28.95,1,0.832,178.347,91.6,1,0.0,b'TRAXOPF128F428B670'
5419,Mungo Jerry - Pushbike Song,5945393,155.24526,0.996,9,0.49,-15.512,1,0.498,147.389,167.793,4,1.0,b'TRAXOQP128F930DD49'
5420,The Villas - To Be In Love,1014352,179.48689,0.0,9,0.621,-7.324,1,0.538,171.386,127.362,4,0.5,b'TRAXOIQ128F4279F9C'
5421,Devanic - You Live_ You Die,4642496,210.88608,0.0,4,0.447,-5.419,1,0.383,205.735,112.427,4,1.0,b'TRAXHFY128F932E4E7'
5422,When Dinosaurs Ruled The Earth - Glee Club,2512159,37.82485,0.369,9,0.092,-10.721,1,0.578,37.825,87.853,4,0.233,b'TRAXHJU128F421E16B'
5423,Patrick Saint-Eloi - An Plas'ay,6071778,319.97342,0.0,9,0.542,-13.488,0,0.51,302.788,116.04,4,1.0,b'TRAXHYT128F932C2EC'
5424,Barry Künzel - Supervisor (Instrumental) (edition Tromo/Rückbank),823483,251.37587,0.0,7,0.202,-2.911,1,0.445,246.259,119.91,5,1.0,b'TRAXHRJ128EF356C79'
5425,Pat Metheny - Letter from Home,3610395,166.26893,0.293,5,0.302,-27.754,0,0.324,146.338,87.559,1,1.0,b'TRAXHEX128F92D28D4'
5426,Gregory Isaacs - Out Deh,3869123,216.5024,0.38,5,0.51,-10.918,1,0.387,208.753,138.356,4,0.338,b'TRAXHFE128F93065A9'
5427,Raphael - Cierro Mis Ojos,1676907,212.61016,0.161,4,0.377,-7.111,1,0.383,207.697,123.149,3,1.0,b'TRAXHQZ128F4278712'
5428,Corderoy & U4IC DJ'S - 3 Spirit,8382718,517.642,0.885,10,0.527,-9.014,0,0.583,502.364,86.668,4,1.0,b'TRAXHPS12903CB6C3D'
5429,Jimmy Burns - Rollin' And Tumblin',5729274,264.51546,0.401,7,1.0,-10.409,1,0.852,245.034,120.674,3,0.613,b'TRAXHTV128F934E987'
5430,Ricky Martin - Fuego De Noche_ Nieve De Día,3227603,336.19546,5.352,3,0.764,-8.527,1,0.726,329.578,141.71,4,0.0,b'TRAXMUC128F4273749'
5431,Inhume - Process to decelerate,4731381,126.04036,0.0,5,0.391,-5.01,1,0.304,126.04,126.136,1,0.065,b'TRAXMDO128F9342A54'
5432,Radiohead - Fake Plastic Trees (Acoustic Version),9494,281.12934,0.2,2,0.488,-12.186,1,0.476,281.129,99.68,3,0.693,b'TRAXMAK128E07822CB'
5433,Chet Atkins - Bourrèe,6135950,87.64036,0.0,7,0.359,-17.588,1,0.55,79.18,142.48,1,0.0,b'TRAXMLO128F933BC5E'
5434,The Stolen Minks - Your Broken Heart,4694538,233.45587,0.061,2,0.467,-4.609,1,0.428,230.47,112.152,4,0.816,b'TRAXMNP128F9339BA3'
5435,Carlos Ponce - Quiero,278218,240.3522,0.241,7,0.773,-5.933,1,0.647,228.641,89.981,4,0.089,b'TRAXMWV128F14612AB'
5436,Bob Margolin - Ice Or Fire,2497447,227.00363,0.259,11,0.602,-8.218,0,0.46,222.964,102.516,4,0.768,b'TRAXMHR128F421A89B'
5437,Don Francisco - Righteous Disgrace,1593399,185.44281,0.688,2,0.555,-12.723,1,0.593,174.399,142.23,1,0.0,b'TRAXMZA128F42645F3'
5438,Henri Pousseur - Parabolics Studies 8,2872972,1280.522,0.241,6,0.262,-15.476,1,0.347,1250.261,63.103,5,0.706,b'TRAXMJB128F427089F'
5439,Marco Beltrami - Not A Kid Anymore,4829006,115.04281,0.0,7,0.789,-30.82,0,0.786,107.648,113.863,4,1.0,b'TRAXMDR128F92E4AF7'
5440,Pacha Massive - Don't let go,8851189,205.89669,0.0,11,0.013,-4.493,0,0.315,200.94,105.991,4,0.143,b'TRAXMNY12903CB5207'
5441,Grant And Wilson - Find Me At the Greasy Spoon,6352043,177.99791,0.061,5,0.404,-13.308,1,0.271,171.938,95.578,4,0.0,b'TRAXMMF12903CA3B15'
5442,Jets - Alligator Come Across (Live),8257286,260.38812,0.0,11,0.678,-12.993,0,0.561,260.388,106.68,7,1.0,b'TRAXJUF12903D0F11F'
5443,fIREHOSE - Things Could Turn Around,901418,190.51057,0.073,7,0.866,-10.507,1,0.873,176.704,136.13,4,0.403,b'TRAXJGG128EF3686D7'
5444,The Tarriers - Dark As A Dungeon (LP Version),1528394,246.49098,0.0,6,0.161,-27.748,1,0.416,236.095,101.131,1,0.0,b'TRAXJMF128F42555AB'
5445,Festival - Festival Resurrection (Outro),2239400,281.57342,0.223,6,0.375,-14.296,0,0.235,269.508,125.778,3,1.0,b'TRAXJWH128F42654DC'
5446,Christophe Beck - Why Jack Called,955882,150.09914,2.781,5,0.318,-25.661,1,0.558,150.099,94.843,4,0.106,b'TRAXJHY128F426BE4C'
5447,Nicho Hinojosa - Tus Viejas Cartas,5697854,188.36853,0.078,11,0.339,-9.105,0,0.553,180.547,98.705,4,0.375,b'TRAXJOA128F93474E8'
5448,Ma Rainey & Her Tub Jug Washboard Band - Hear Me Talkin' To You,8070141,181.86404,0.534,10,0.07,-20.594,0,0.298,175.978,104.717,1,0.0,b'TRAXJNA12903CE16BC'
5449,3 Doors Down - Be Like That,2358572,278.64771,0.0,7,0.621,-5.206,1,0.789,278.648,94.084,4,0.509,b'TRAXJHG128F427EA02'
5450,Martina McBride - Thanks A Lot,3464353,155.97669,0.125,7,0.735,-7.711,1,0.74,149.101,168.08,4,0.0,b'TRAXJVO128F42AC534'
5451,Amanajé - Herval na percaria,2569897,283.6371,0.282,5,0.038,-12.508,1,0.351,271.993,86.679,5,0.801,b'TRAXJYB128F422A5C0'
5452,Pacha Massive - Drive,2436689,300.93016,0.253,9,0.378,-7.761,0,0.332,282.256,125.994,4,0.023,b'TRAXJQM128F42903F2'
5453,Keira Green - My Heart Goes Up,8971413,181.26322,0.0,0,0.3,-7.278,1,0.352,177.006,140.979,4,0.0,b'TRAXJVR12903CD2576'
5454,Jaguares - Esta Muy Claro,5698349,308.4273,0.455,7,0.564,-8.644,1,0.613,286.883,124.057,4,0.704,b'TRAXJGB128F93476D7'
5455,Cali - Un nuovo giorno,8940845,158.95465,0.0,2,0.459,-5.329,1,0.517,158.955,87.365,4,0.538,b'TRAXJIS12903CCAF92'
5456,Kuldeep Paras - Ek Pegh,776865,301.84444,0.16,8,0.115,-5.41,0,0.155,294.615,104.02,1,0.777,b'TRAXJSG128EF34EFE8'
5457,Sukhwinder Singh - O Raaje,9075804,342.43873,0.072,11,0.435,-7.184,0,0.116,330.989,104.978,4,1.0,b'TRAXJEL12903CEBC7E'
5458,Sick Of It All - Consume (LP Version),99696,223.7122,1.611,4,0.307,-8.814,0,0.375,206.466,101.143,7,1.0,b'TRAXJBW128E0788652'
5459,Ramón Vargas - Granada,3352266,239.5424,4.029,3,0.541,-17.725,1,0.304,235.584,154.429,3,0.534,b'TRAXCJY128F429149A'
5460,Madonna - Celebration [Felguk Love Remix],7559894,398.15791,0.218,7,0.06,-5.334,1,0.36,392.632,129.974,4,0.994,b'TRAXCID12903CDC00D'
5461,Cama - Fade Away,6688824,221.17832,0.125,7,0.659,-6.147,1,0.714,212.219,106.519,3,1.0,b'TRAXCVG12903CF523C'
5462,Susana Seivane - Xoanina,8747155,180.13995,0.131,0,0.606,-7.482,1,0.665,174.103,76.74,4,0.582,b'TRAXCLU12903D0F983'
5463,Orquesta Aragon - Fefita,6128477,253.04771,0.154,5,0.507,-7.376,1,0.318,248.959,105.461,4,0.003,b'TRAXCSE128F9339F51'
5464,The Del McCoury Band - She Can't Burn Me Now,8388196,234.16118,0.148,0,0.839,-6.748,1,0.738,219.15,127.257,1,0.241,b'TRAXCZO12903CB819D'
5465,Wendo Kolosoy - Soki Olingi Ngai,6286386,305.94567,0.207,7,0.789,-8.849,1,0.682,295.294,88.471,7,1.0,b'TRAXDDY12903C93E27'
5466,Missy Higgins - The Special Two (Australian Version),80556,267.65016,0.195,2,0.563,-8.525,1,0.665,256.342,139.018,5,0.426,b'TRAXDBM128E0785BD8'
5467,Zbigniew Preisner - Colin Tries Standing,3070738,50.99057,0.322,2,0.0,-24.729,1,0.0,50.991,125.15,4,0.0,b'TRAXDEF128F4253194'
5468,Michael Gettel - Memory In The Snow,1558349,221.90975,5.48,9,0.606,-13.084,1,0.555,213.542,138.102,4,0.172,b'TRAXDZH128F425C673'
5469,Kanye West / Consequence / Cam'Ron - Gone,159455,333.34812,0.08,10,0.693,-6.029,0,0.559,326.124,114.39,4,1.0,b'TRAXDML128E079159C'
5470,Marco Beltrami - Nomads Alive,665330,201.61261,0.0,7,0.058,-23.685,1,0.363,182.079,148.555,5,1.0,b'TRAXDPS128F14AD21B'
5471,Kati - Il Tempo Non Torna Più,1425719,260.91057,2.2,2,0.586,-10.429,1,0.648,254.531,104.006,4,1.0,b'TRAXDLB128F423F8F8'
5472,Monty Are I - O Brother,1941493,279.24853,0.148,11,0.285,-3.699,0,0.432,263.059,170.038,3,0.693,b'TRAXDAH128F422BBFC'
5473,Dropkick Murphys - The Only Road (Album Version),1081298,131.81342,0.229,6,0.193,-5.044,0,0.321,129.736,137.33,4,0.0,b'TRAXDRW128F428A030'
5474,Jimmie Davis - Jimmie's Travellin' Blues,7758183,178.442,0.438,9,0.737,-15.582,1,0.589,172.553,116.729,1,0.0,b'TRAXDVL12903D0C503'
5475,Cabas - Likua,1694660,254.40608,0.142,10,0.431,-4.201,0,0.414,251.728,99.968,4,1.0,b'TRAXDFA128F427CCE7'
5476,Dwight Twilley - Tulsa Girl,7724740,145.34485,0.0,1,1.0,-6.176,1,0.852,133.161,132.513,1,0.387,b'TRAXDJG12903D042A2'
5477,Caspian - The Dropsonde,5502924,125.07383,2.659,7,0.228,-23.246,1,0.322,108.437,131.648,1,0.0,b'TRAXDFV128F93180C0'
5478,Faces - My Fault (LP Version),5675198,187.42812,0.212,2,0.0,-9.363,1,0.0,175.543,119.028,4,0.0,b'TRAXDNU128F9341CDE'
5479,Asha Puthli - Asha,5597155,351.65995,0.0,6,0.175,-7.385,1,0.318,339.9,121.95,4,0.656,b'TRAXDCY128F932ECDA'
5480,Leroy Hutson - All Because Of You - Original,5245667,276.87138,0.0,8,0.484,-15.244,0,0.321,264.394,171.197,4,0.044,b'TRAXVGM128F93469DB'
5481,Line Renaud - Cent Mille Guitares,372761,159.76444,0.401,4,0.379,-9.324,0,0.428,151.353,127.956,1,0.0,b'TRAXVEB128F14743BB'
5482,Gwen Stefani - What You Waiting For?,18142,225.41016,0.0,0,0.354,-3.683,1,0.073,213.24,136.044,4,0.0,b'TRAXVGE128E0783F1D'
5483,The Cat's Miaow - Autumn,5032474,46.00118,0.078,7,0.645,-13.924,1,0.637,46.001,150.735,1,0.0,b'TRAXVYK128F9313151'
5484,Thirst - Forever Tonite,694063,290.69016,0.357,3,0.0,-8.371,1,0.205,276.306,86.0,4,0.454,b'TRAXVJD128EF33EEC1'
5485,Bambino_ Ivan Tirado - Amor Maldito,8312453,374.30812,0.067,9,0.118,-15.863,0,0.372,362.405,77.304,4,0.791,b'TRAXVCK12903CA5AA9'
5486,Blingtones - Baby U Acting Greezy (Ringtone_ Sonnerie),8079026,28.96934,0.0,4,0.0,-9.86,1,0.0,28.969,93.065,4,1.0,b'TRAXVIG12903CE3967'
5487,Checkers - Don't Stop Dan,5282645,171.31057,0.0,0,0.19,-12.596,0,0.286,166.052,141.019,1,0.0,b'TRAXVEQ128F92E3694'
5488,Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge - Finale: When Love Is Found/It Feels Like Christmas,7713815,240.22159,0.185,2,0.297,-15.111,1,0.313,234.963,85.175,5,0.65,b'TRAXVIP12903D01893'
5489,Juana Molina - Quiero,2215723,159.65995,4.365,11,0.113,-13.092,1,0.506,142.698,87.461,4,1.0,b'TRAXQDR128F4260194'
5490,Natassa Theodoridou - Den Thelo Tipota,4765722,233.37751,0.234,5,0.035,-4.777,0,0.539,224.015,120.357,4,1.0,b'TRAXQTY128F92D5C64'
5491,Bone Thugs-N-Harmony - Servin' Tha Fiends,3510204,232.202,0.136,1,0.0,-4.875,1,0.198,224.287,158.058,4,0.611,b'TRAXQUZ128F42B77BE'
5492,Jimmy Page / Robert Plant - Thank You,291532,348.08118,0.154,7,0.818,-12.494,1,0.716,340.259,152.313,4,0.0,b'TRAXQZA128F1463DEB'
5493,The Raconteurs - Broken Boy Soldier (KCRW Version),474413,230.5824,0.221,4,0.605,-7.377,0,0.517,209.386,128.186,1,0.537,b'TRAXQNF128F1486DD9'
5494,Roy Carrier - My Baby Don't Wear No Shoes,2715524,220.1073,0.222,9,0.513,-8.896,0,0.455,212.805,104.624,4,0.419,b'TRAXQPD128F424BCB9'
5495,Dave Graney & Clare Moore - You Put a Spell on Me,2483203,248.11057,3.14,7,0.671,-8.448,1,0.651,236.066,93.982,3,0.764,b'TRAXQII128F42171C3'
5496,La Charanga Rubalcaba - Los Pintores,2636873,217.99138,0.0,5,0.645,-6.422,1,0.453,213.275,152.995,1,0.0,b'TRAXQTH128F423995E'
5497,Aleks Syntek - Doesn't Matter Where You Are (Intocable),2203691,220.3424,6.467,10,0.302,-4.994,1,0.343,205.055,153.97,4,0.272,b'TRAXQZC128F425D5DC'
5498,Kaija Koo - Tule lähemmäs Beibi,2375640,240.45669,3.262,6,0.321,-6.858,1,0.483,229.158,115.979,4,0.336,b'TRAXQNR128F4282B06'
5499,Günter Noris - Bye-Bye - Medley,1447524,180.92363,0.0,0,0.112,-10.76,1,0.474,176.39,86.51,4,0.394,b'TRAXXUM128F4244507'
5500,The Gathering - Locked Away,8138237,215.71873,0.282,0,0.719,-13.91,1,0.659,215.719,105.937,4,0.501,b'TRAXXWU12903CF2094'
5501,Eddie Cano - Blue Satin (Album Version),5133235,123.66322,0.281,2,0.103,-26.062,0,0.357,111.45,107.023,4,0.0,b'TRAXXTG128F932B324'
5502,Tom Cochrane - Paper Tigers (acoustic version),312705,220.81261,0.392,2,0.938,-6.918,1,0.624,215.162,119.331,3,0.591,b'TRAXXGI128F14688C7'
5503,Janie Fricke - Let's Stop Talkin' About It,6850670,194.5073,0.549,4,0.404,-12.061,1,0.428,188.947,130.02,4,0.881,b'TRAXXQA128F9301855'
5504,Arthur Brown - Child Of My Kingdom,160908,422.16444,0.305,5,0.523,-14.1,0,0.465,413.693,114.754,4,0.782,b'TRAXXVN128E0791AE4'
5505,Nacho Chapado feat. Stephen Massa - B Somebody,5392418,371.1473,2.392,6,0.818,-8.122,0,0.61,363.578,128.003,1,0.0,b'TRAXXKJ128F92FDCD2'
